Vertragsnummer,Vertragsbeginn,Vertragsende,Vertragsstatus
1376,2023-10-08,2024-10-07,gekündigt
1377,2023-10-09,,aktiv
1378,2023-10-10,2024-10-09,abgelaufen
1379,2023-10-11,2024-10-10,gekündigt
1380,2023-10-12,,aktiv
1381,2023-10-13,2024-10-12,abgelaufen
1382,2023-10-14,2024-10-13,gekündigt
1383,2023-10-15,,aktiv
1384,2023-10-16,2024-10-15,abgelaufen
1385,2023-10-17,2024-10-16,gekündigt
1386,2023-10-18,,aktiv
1387,2023-10-19,2024-10-18,abgelaufen
1388,2023-10-20,2024-10-19,gekündigt
1389,2023-10-21,,aktiv
1390,2023-10-22,2024-10-21,abgelaufen
1391,2023-10-23,2024-10-22,gekündigt
1392,2023-10-24,,aktiv
1393,2023-10-25,2024-10-24,abgelaufen
1394,2023-10-26,2024-10-25,gekündigt
1395,2023-10-27,,aktiv
1396,2023-10-28,2024-10-27,abgelaufen
1397,2023-10-29,2024-10-28,gekündigt
1398,2023-10-30,,aktiv
1399,2023-10-31,2024-10-30,abgelaufen
1400,2023-11-01,2024-10-31,gekündigt
1401,2023-11-02,,aktiv
1402,2023-11-03,2024-11-02,abgelaufen
1403,2023-11-04,2024-11-03,gekündigt
1404,2023-11-05,,aktiv
1405,2023-11-06,2024-11-05,abgelaufen
1406,2023-11-07,2024-11-06,gekündigt
1407,2023-11-08,,aktiv
1408,2023-11-09,2024-11-08,abgelaufen
1409,2023-11-10,2024-11-09,gekündigt
1410,2023-11-11,,aktiv
1411,2023-11-12,2024-11-11,abgelaufen
1412,2023-11-13,2024-11-12,gekündigt
1413,2023-11-14,,aktiv
1414,2023-11-15,2024-11-14,abgelaufen
1415,2023-11-16,2024-11-15,gekündigt
1416,2023-11-17,,aktiv
1417,2023-11-18,2024-11-17,abgelaufen
1418,2023-11-19,2024-11-18,gekündigt
1419,2023-11-20,,aktiv
1420,2023-11-21,2024-11-20,abgelaufen
1421,2023-11-22,2024-11-21,gekündigt
1422,2023-11-23,,aktiv
1423,2023-11-24,2024-11-23,abgelaufen
1424,2023-11-25,2024-11-24,gekündigt
1425,2023-11-26,,aktiv
1426,2023-11-27,2024-11-26,abgelaufen
1427,2023-11-28,2024-11-27,gekündigt
1428,2023-11-29,,aktiv
1429,2023-11-30,2024-11-29,abgelaufen
1430,2023-12-01,2024-11-30,gekündigt
1431,2023-12-02,,aktiv
1432,2023-12-03,2024-12-02,abgelaufen
1433,2023-12-04,2024-12-03,gekündigt
1434,2023-12-05,,aktiv
1435,2023-12-06,2024-12-05,abgelaufen
1436,2023-12-07,2024-12-06,gekündigt
1437,2023-12-08,,aktiv
1438,2023-12-09,2024-12-08,abgelaufen
1439,2023-12-10,2024-12-09,gekündigt
1440,2023-12-11,,aktiv
1441,2023-12-12,2024-12-11,abgelaufen
1442,2023-12-13,2024-12-12,gekündigt
1443,2023-12-14,,aktiv
1444,2023-12-15,2024-12-14,abgelaufen
1445,2023-12-16,2024-12-15,gekündigt
1446,2023-12-17,,aktiv
1447,2023-12-18,2024-12-17,abgelaufen
1448,2023-12-19,2024-12-18,gekündigt
1449,2023-12-20,,aktiv
1450,2023-12-21,2024-12-20,abgelaufen
1451,2023-12-22,2024-12-21,gekündigt
1452,2023-12-23,,aktiv
1453,2023-12-24,2024-12-23,abgelaufen
1454,2023-12-25,2024-12-24,gekündigt
1455,2023-12-26,,aktiv
1456,2023-12-27,2024-12-26,abgelaufen
1457,2023-12-28,2024-12-27,gekündigt
1458,2023-12-29,,aktiv
1459,2023-12-30,2024-12-29,abgelaufen
1460,2023-12-31,2024-12-30,gekündigt
1461,2024-01-01,,aktiv
1462,2024-01-02,2025-01-01,abgelaufen
1463,2024-01-03,2025-01-02,gekündigt
1464,2024-01-04,,aktiv
1465,2024-01-05,2025-01-04,abgelaufen
1466,2024-01-06,2025-01-05,gekündigt
1467,2024-01-07,,aktiv
1468,2024-01-08,2025-01-07,abgelaufen
1469,2024-01-09,2025-01-08,gekündigt
1470,2024-01-10,,aktiv
1471,2024-01-11,2025-01-10,abgelaufen
1472,2024-01-12,2025-01-11,gekündigt
1473,2024-01-13,,aktiv
1474,2024-01-14,2025-01-13,abgelaufen
1475,2024-01-15,2025-01-14,gekündigt
1476,2024-01-16,,aktiv
1477,2024-01-17,2025-01-16,abgelaufen
1478,2024-01-18,2025-01-17,gekündigt
1479,2024-01-19,,aktiv
1480,2024-01-20,2025-01-19,abgelaufen
1481,2024-01-21,2025-01-20,gekündigt
1482,2024-01-22,,aktiv
1483,2024-01-23,2025-01-22,abgelaufen
1484,2024-01-24,2025-01-23,gekündigt
1485,2024-01-25,,aktiv
1486,2024-01-26,2025-01-25,abgelaufen
1487,2024-01-27,2025-01-26,gekündigt
1488,2024-01-28,,aktiv
1489,2024-01-29,2025-01-28,abgelaufen
1490,2024-01-30,2025-01-29,gekündigt
1491,2024-01-31,,aktiv
1492,2024-02-01,2025-01-31,abgelaufen
1493,2024-02-02,2025-02-01,gekündigt
1494,2024-02-03,,aktiv
1495,2024-02-04,2025-02-03,abgelaufen
1496,2024-02-05,2025-02-04,gekündigt
1497,2024-02-06,,aktiv
1498,2024-02-07,2025-02-06,abgelaufen
1499,2024-02-08,2025-02-07,gekündigt
1500,2020-01-01,,aktiv
1501,2020-01-02,2021-01-01,abgelaufen
1502,2020-01-03,2021-01-02,gekündigt
1503,2020-01-04,,aktiv
1504,2020-01-05,2021-01-04,abgelaufen
1505,2020-01-06,2021-01-05,gekündigt
1506,2020-01-07,,aktiv
1507,2020-01-08,2021-01-07,abgelaufen
1508,2020-01-09,2021-01-08,gekündigt
1509,2020-01-10,,aktiv
1510,2020-01-11,2021-01-10,abgelaufen
1511,2020-01-12,2021-01-11,gekündigt
1512,2020-01-13,,aktiv
1513,2020-01-14,2021-01-13,abgelaufen
1514,2020-01-15,2021-01-14,gekündigt
1515,2020-01-16,,aktiv
1516,2020-01-17,2021-01-16,abgelaufen
1517,2020-01-18,2021-01-17,gekündigt
1518,2020-01-19,,aktiv
1519,2020-01-20,2021-01-19,abgelaufen
1520,2020-01-21,2021-01-20,gekündigt
1521,2020-01-22,,aktiv
1522,2020-01-23,2021-01-22,abgelaufen
1523,2020-01-24,2021-01-23,gekündigt
1524,2020-01-25,,aktiv
1525,2020-01-26,2021-01-25,abgelaufen
1526,2020-01-27,2021-01-26,gekündigt
1527,2020-01-28,,aktiv
1528,2020-01-29,2021-01-28,abgelaufen
1529,2020-01-30,2021-01-29,gekündigt
1530,2020-01-31,,aktiv
1531,2020-02-01,2021-01-31,abgelaufen
1532,2020-02-02,2021-02-01,gekündigt
1533,2020-02-03,,aktiv
1534,2020-02-04,2021-02-03,abgelaufen
1535,2020-02-05,2021-02-04,gekündigt
1536,2020-02-06,,aktiv
1537,2020-02-07,2021-02-06,abgelaufen
1538,2020-02-08,2021-02-07,gekündigt
1539,2020-02-09,,aktiv
1540,2020-02-10,2021-02-09,abgelaufen
1541,2020-02-11,2021-02-10,gekündigt
1542,2020-02-12,,aktiv
1543,2020-02-13,2021-02-12,abgelaufen
1544,2020-02-14,2021-02-13,gekündigt
1545,2020-02-15,,aktiv
1546,2020-02-16,2021-02-15,abgelaufen
1547,2020-02-17,2021-02-16,gekündigt
1548,2020-02-18,,aktiv
1549,2020-02-19,2021-02-18,abgelaufen
1550,2020-02-20,2021-02-19,gekündigt
1551,2020-02-21,,aktiv
1552,2020-02-22,2021-02-21,abgelaufen
1553,2020-02-23,2021-02-22,gekündigt
1554,2020-02-24,,aktiv
1555,2020-02-25,2021-02-24,abgelaufen
1556,2020-02-26,2021-02-25,gekündigt
1557,2020-02-27,,aktiv
1558,2020-02-28,2021-02-27,abgelaufen
1559,2020-02-29,2021-02-28,gekündigt
1560,2020-03-01,,aktiv
1561,2020-03-02,2021-03-02,abgelaufen
1562,2020-03-03,2021-03-03,gekündigt
1563,2020-03-04,,aktiv
1564,2020-03-05,2021-03-05,abgelaufen
1565,2020-03-06,2021-03-06,gekündigt
1566,2020-03-07,,aktiv
1567,2020-03-08,2021-03-08,abgelaufen
1568,2020-03-09,2021-03-09,gekündigt
1569,2020-03-10,,aktiv
1570,2020-03-11,2021-03-11,abgelaufen
1571,2020-03-12,2021-03-12,gekündigt
1572,2020-03-13,,aktiv
1573,2020-03-14,2021-03-14,abgelaufen
1574,2020-03-15,2021-03-15,gekündigt
1575,2020-03-16,,aktiv
1576,2020-03-17,2021-03-17,abgelaufen
1577,2020-03-18,2021-03-18,gekündigt
1578,2020-03-19,,aktiv
1579,2020-03-20,2021-03-20,abgelaufen
1580,2020-03-21,2021-03-21,gekündigt
1581,2020-03-22,,aktiv
1582,2020-03-23,2021-03-23,abgelaufen
1583,2020-03-24,2021-03-24,gekündigt
1584,2020-03-25,,aktiv
1585,2020-03-26,2021-03-26,abgelaufen
1586,2020-03-27,2021-03-27,gekündigt
1587,2020-03-28,,aktiv
1588,2020-03-29,2021-03-29,abgelaufen
1589,2020-03-30,2021-03-30,gekündigt
1590,2020-03-31,,aktiv
1591,2020-04-01,2021-04-01,abgelaufen
1592,2020-04-02,2021-04-02,gekündigt
1593,2020-04-03,,aktiv
1594,2020-04-04,2021-04-04,abgelaufen
1595,2020-04-05,2021-04-05,gekündigt
1596,2020-04-06,,aktiv
1597,2020-04-07,2021-04-07,abgelaufen
1598,2020-04-08,2021-04-08,gekündigt
1599,2020-04-09,,aktiv
1600,2020-04-10,2021-04-10,abgelaufen
1601,2020-04-11,2021-04-11,gekündigt
1602,2020-04-12,,aktiv
1603,2020-04-13,2021-04-13,abgelaufen
1604,2020-04-14,2021-04-14,gekündigt
1605,2020-04-15,,aktiv
1606,2020-04-16,2021-04-16,abgelaufen
1607,2020-04-17,2021-04-17,gekündigt
1608,2020-04-18,,aktiv
1609,2020-04-19,2021-04-19,abgelaufen
1610,2020-04-20,2021-04-20,gekündigt
1611,2020-04-21,,aktiv
1612,2020-04-22,2021-04-22,abgelaufen
1613,2020-04-23,2021-04-23,gekündigt
1614,2020-04-24,,aktiv
1615,2020-04-25,2021-04-25,abgelaufen
1616,2020-04-26,2021-04-26,gekündigt
1617,2020-04-27,,aktiv
1618,2020-04-28,2021-04-28,abgelaufen
1619,2020-04-29,2021-04-29,gekündigt
1620,2020-04-30,,aktiv
1621,2020-05-01,2021-05-01,abgelaufen
1622,2020-05-02,2021-05-02,gekündigt
1623,2020-05-03,,aktiv
1624,2020-05-04,2021-05-04,abgelaufen
1625,2020-05-05,2021-05-05,gekündigt
1626,2020-05-06,,aktiv
1627,2020-05-07,2021-05-07,abgelaufen
1628,2020-05-08,2021-05-08,gekündigt
1629,2020-05-09,,aktiv
1630,2020-05-10,2021-05-10,abgelaufen
1631,2020-05-11,2021-05-11,gekündigt
1632,2020-05-12,,aktiv
1633,2020-05-13,2021-05-13,abgelaufen
1634,2020-05-14,2021-05-14,gekündigt
1635,2020-05-15,,aktiv
1636,2020-05-16,2021-05-16,abgelaufen
1637,2020-05-17,2021-05-17,gekündigt
1638,2020-05-18,,aktiv
1639,2020-05-19,2021-05-19,abgelaufen
1640,2020-05-20,2021-05-20,gekündigt
1641,2020-05-21,,aktiv
1642,2020-05-22,2021-05-22,abgelaufen
1643,2020-05-23,2021-05-23,gekündigt
1644,2020-05-24,,aktiv
1645,2020-05-25,2021-05-25,abgelaufen
1646,2020-05-26,2021-05-26,gekündigt
1647,2020-05-27,,aktiv
1648,2020-05-28,2021-05-28,abgelaufen
1649,2020-05-29,2021-05-29,gekündigt
1650,2020-05-30,,aktiv
1651,2020-05-31,2021-05-31,abgelaufen
1652,2020-06-01,2021-06-01,gekündigt
1653,2020-06-02,,aktiv
1654,2020-06-03,2021-06-03,abgelaufen
1655,2020-06-04,2021-06-04,gekündigt
1656,2020-06-05,,aktiv
1657,2020-06-06,2021-06-06,abgelaufen
1658,2020-06-07,2021-06-07,gekündigt
1659,2020-06-08,,aktiv
1660,2020-06-09,2021-06-09,abgelaufen
1661,2020-06-10,2021-06-10,gekündigt
1662,2020-06-11,,aktiv
1663,2020-06-12,2021-06-12,abgelaufen
1664,2020-06-13,2021-06-13,gekündigt
1665,2020-06-14,,aktiv
1666,2020-06-15,2021-06-15,abgelaufen
1667,2020-06-16,2021-06-16,gekündigt
1668,2020-06-17,,aktiv
1669,2020-06-18,2021-06-18,abgelaufen
1670,2020-06-19,2021-06-19,gekündigt
1671,2020-06-20,,aktiv
1672,2020-06-21,2021-06-21,abgelaufen
1673,2020-06-22,2021-06-22,gekündigt
1674,2020-06-23,,aktiv
1675,2020-06-24,2021-06-24,abgelaufen
1676,2020-06-25,2021-06-25,gekündigt
1677,2020-06-26,,aktiv
1678,2020-06-27,2021-06-27,abgelaufen
1679,2020-06-28,2021-06-28,gekündigt
1680,2020-06-29,,aktiv
1681,2020-06-30,2021-06-30,abgelaufen
1682,2020-07-01,2021-07-01,gekündigt
1683,2020-07-02,,aktiv
1684,2020-07-03,2021-07-03,abgelaufen
1685,2020-07-04,2021-07-04,gekündigt
1686,2020-07-05,,aktiv
1687,2020-07-06,2021-07-06,abgelaufen
1688,2020-07-07,2021-07-07,gekündigt
1689,2020-07-08,,aktiv
1690,2020-07-09,2021-07-09,abgelaufen
1691,2020-07-10,2021-07-10,gekündigt
1692,2020-07-11,,aktiv
1693,2020-07-12,2021-07-12,abgelaufen
1694,2020-07-13,2021-07-13,gekündigt
1695,2020-07-14,,aktiv
1696,2020-07-15,2021-07-15,abgelaufen
1697,2020-07-16,2021-07-16,gekündigt
1698,2020-07-17,,aktiv
1699,2020-07-18,2021-07-18,abgelaufen
1700,2020-07-19,2021-07-19,gekündigt
1701,2020-07-20,,aktiv
1702,2020-07-21,2021-07-21,abgelaufen
1703,2020-07-22,2021-07-22,gekündigt
1704,2020-07-23,,aktiv
1705,2020-07-24,2021-07-24,abgelaufen
1706,2020-07-25,2021-07-25,gekündigt
1707,2020-07-26,,aktiv
1708,2020-07-27,2021-07-27,abgelaufen
1709,2020-07-28,2021-07-28,gekündigt
1710,2020-07-29,,aktiv
1711,2020-07-30,2021-07-30,abgelaufen
1712,2020-07-31,2021-07-31,gekündigt
1713,2020-08-01,,aktiv
1714,2020-08-02,2021-08-02,abgelaufen
1715,2020-08-03,2021-08-03,gekündigt
1716,2020-08-04,,aktiv
1717,2020-08-05,2021-08-05,abgelaufen
1718,2020-08-06,2021-08-06,gekündigt
1719,2020-08-07,,aktiv
1720,2020-08-08,2021-08-08,abgelaufen
1721,2020-08-09,2021-08-09,gekündigt
1722,2020-08-10,,aktiv
1723,2020-08-11,2021-08-11,abgelaufen
1724,2020-08-12,2021-08-12,gekündigt
1725,2020-08-13,,aktiv
1726,2020-08-14,2021-08-14,abgelaufen
1727,2020-08-15,2021-08-15,gekündigt
1728,2020-08-16,,aktiv
1729,2020-08-17,2021-08-17,abgelaufen
1730,2020-08-18,2021-08-18,gekündigt
1731,2020-08-19,,aktiv
1732,2020-08-20,2021-08-20,abgelaufen
1733,2020-08-21,2021-08-21,gekündigt
1734,2020-08-22,,aktiv
1735,2020-08-23,2021-08-23,abgelaufen
1736,2020-08-24,2021-08-24,gekündigt
1737,2020-08-25,,aktiv
1738,2020-08-26,2021-08-26,abgelaufen
1739,2020-08-27,2021-08-27,gekündigt
1740,2020-08-28,,aktiv
1741,2020-08-29,2021-08-29,abgelaufen
1742,2020-08-30,2021-08-30,gekündigt
1743,2020-08-31,,aktiv
1744,2020-09-01,2021-09-01,abgelaufen
1745,2020-09-02,2021-09-02,gekündigt
1746,2020-09-03,,aktiv
1747,2020-09-04,2021-09-04,abgelaufen
1748,2020-09-05,2021-09-05,gekündigt
1749,2020-09-06,,aktiv
1750,2020-09-07,2021-09-07,abgelaufen
1751,2020-09-08,2021-09-08,gekündigt
1752,2020-09-09,,aktiv
1753,2020-09-10,2021-09-10,abgelaufen
1754,2020-09-11,2021-09-11,gekündigt
1755,2020-09-12,,aktiv
1756,2020-09-13,2021-09-13,abgelaufen
1757,2020-09-14,2021-09-14,gekündigt
1758,2020-09-15,,aktiv
1759,2020-09-16,2021-09-16,abgelaufen
1760,2020-09-17,2021-09-17,gekündigt
1761,2020-09-18,,aktiv
1762,2020-09-19,2021-09-19,abgelaufen
1763,2020-09-20,2021-09-20,gekündigt
1764,2020-09-21,,aktiv
1765,2020-09-22,2021-09-22,abgelaufen
1766,2020-09-23,2021-09-23,gekündigt
1767,2020-09-24,,aktiv
1768,2020-09-25,2021-09-25,abgelaufen
1769,2020-09-26,2021-09-26,gekündigt
1770,2020-09-27,,aktiv
1771,2020-09-28,2021-09-28,abgelaufen
1772,2020-09-29,2021-09-29,gekündigt
1773,2020-09-30,,aktiv
1774,2020-10-01,2021-10-01,abgelaufen
1775,2020-10-02,2021-10-02,gekündigt
1776,2020-10-03,,aktiv
1777,2020-10-04,2021-10-04,abgelaufen
1778,2020-10-05,2021-10-05,gekündigt
1779,2020-10-06,,aktiv
1780,2020-10-07,2021-10-07,abgelaufen
1781,2020-10-08,2021-10-08,gekündigt
1782,2020-10-09,,aktiv
1783,2020-10-10,2021-10-10,abgelaufen
1784,2020-10-11,2021-10-11,gekündigt
1785,2020-10-12,,aktiv
1786,2020-10-13,2021-10-13,abgelaufen
1787,2020-10-14,2021-10-14,gekündigt
1788,2020-10-15,,aktiv
1789,2020-10-16,2021-10-16,abgelaufen
1790,2020-10-17,2021-10-17,gekündigt
1791,2020-10-18,,aktiv
1792,2020-10-19,2021-10-19,abgelaufen
1793,2020-10-20,2021-10-20,gekündigt
1794,2020-10-21,,aktiv
1795,2020-10-22,2021-10-22,abgelaufen
1796,2020-10-23,2021-10-23,gekündigt
1797,2020-10-24,,aktiv
1798,2020-10-25,2021-10-25,abgelaufen
1799,2020-10-26,2021-10-26,gekündigt
1800,2020-10-27,,aktiv
1801,2020-10-28,2021-10-28,abgelaufen
1802,2020-10-29,2021-10-29,gekündigt
1803,2020-10-30,,aktiv
1804,2020-10-31,2021-10-31,abgelaufen
1805,2020-11-01,2021-11-01,gekündigt
1806,2020-11-02,,aktiv
1807,2020-11-03,2021-11-03,abgelaufen
1808,2020-11-04,2021-11-04,gekündigt
1809,2020-11-05,,aktiv
1810,2020-11-06,2021-11-06,abgelaufen
1811,2020-11-07,2021-11-07,gekündigt
1812,2020-11-08,,aktiv
1813,2020-11-09,2021-11-09,abgelaufen
1814,2020-11-10,2021-11-10,gekündigt
1815,2020-11-11,,aktiv
1816,2020-11-12,2021-11-12,abgelaufen
1817,2020-11-13,2021-11-13,gekündigt
1818,2020-11-14,,aktiv
1819,2020-11-15,2021-11-15,abgelaufen
1820,2020-11-16,2021-11-16,gekündigt
1821,2020-11-17,,aktiv
1822,2020-11-18,2021-11-18,abgelaufen
1823,2020-11-19,2021-11-19,gekündigt
1824,2020-11-20,,aktiv
1825,2020-11-21,2021-11-21,abgelaufen
1826,2020-11-22,2021-11-22,gekündigt
1827,2020-11-23,,aktiv
1828,2020-11-24,2021-11-24,abgelaufen
1829,2020-11-25,2021-11-25,gekündigt
1830,2020-11-26,,aktiv
1831,2020-11-27,2021-11-27,abgelaufen
1832,2020-11-28,2021-11-28,gekündigt
1833,2020-11-29,,aktiv
1834,2020-11-30,2021-11-30,abgelaufen
1835,2020-12-01,2021-12-01,gekündigt
1836,2020-12-02,,aktiv
1837,2020-12-03,2021-12-03,abgelaufen
1838,2020-12-04,2021-12-04,gekündigt
1839,2020-12-05,,aktiv
1840,2020-12-06,2021-12-06,abgelaufen
1841,2020-12-07,2021-12-07,gekündigt
1842,2020-12-08,,aktiv
1843,2020-12-09,2021-12-09,abgelaufen
1844,2020-12-10,2021-12-10,gekündigt
1845,2020-12-11,,aktiv
1846,2020-12-12,2021-12-12,abgelaufen
1847,2020-12-13,2021-12-13,gekündigt
1848,2020-12-14,,aktiv
1849,2020-12-15,2021-12-15,abgelaufen
1850,2020-12-16,2021-12-16,gekündigt
1851,2020-12-17,,aktiv
1852,2020-12-18,2021-12-18,abgelaufen
1853,2020-12-19,2021-12-19,gekündigt
1854,2020-12-20,,aktiv
1855,2020-12-21,2021-12-21,abgelaufen
1856,2020-12-22,2021-12-22,gekündigt
1857,2020-12-23,,aktiv
1858,2020-12-24,2021-12-24,abgelaufen
1859,2020-12-25,2021-12-25,gekündigt
1860,2020-12-26,,aktiv
1861,2020-12-27,2021-12-27,abgelaufen
1862,2020-12-28,2021-12-28,gekündigt
1863,2020-12-29,,aktiv
1864,2020-12-30,2021-12-30,abgelaufen
1865,2020-12-31,2021-12-31,gekündigt
1866,2021-01-01,,aktiv
1867,2021-01-02,2022-01-02,abgelaufen
1868,2021-01-03,2022-01-03,gekündigt
1869,2021-01-04,,aktiv
1870,2021-01-05,2022-01-05,abgelaufen
1871,2021-01-06,2022-01-06,gekündigt
1872,2021-01-07,,aktiv
1873,2021-01-08,2022-01-08,abgelaufen
1874,2021-01-09,2022-01-09,gekündigt
1875,2021-01-10,,aktiv
1876,2021-01-11,2022-01-11,abgelaufen
1877,2021-01-12,2022-01-12,gekündigt
1878,2021-01-13,,aktiv
1879,2021-01-14,2022-01-14,abgelaufen
1880,2021-01-15,2022-01-15,gekündigt
1881,2021-01-16,,aktiv
1882,2021-01-17,2022-01-17,abgelaufen
1883,2021-01-18,2022-01-18,gekündigt
1884,2021-01-19,,aktiv
1885,2021-01-20,2022-01-20,abgelaufen
1886,2021-01-21,2022-01-21,gekündigt
1887,2021-01-22,,aktiv
1888,2021-01-23,2022-01-23,abgelaufen
1889,2021-01-24,2022-01-24,gekündigt
1890,2021-01-25,,aktiv
1891,2021-01-26,2022-01-26,abgelaufen
1892,2021-01-27,2022-01-27,gekündigt
1893,2021-01-28,,aktiv
1894,2021-01-29,2022-01-29,abgelaufen
1895,2021-01-30,2022-01-30,gekündigt
1896,2021-01-31,,aktiv
1897,2021-02-01,2022-02-01,abgelaufen
1898,2021-02-02,2022-02-02,gekündigt
1899,2021-02-03,,aktiv
1900,2021-02-04,2022-02-04,abgelaufen
1901,2021-02-05,2022-02-05,gekündigt
1902,2021-02-06,,aktiv
1903,2021-02-07,2022-02-07,abgelaufen
1904,2021-02-08,2022-02-08,gekündigt
1905,2021-02-09,,aktiv
1906,2021-02-10,2022-02-10,abgelaufen
1907,2021-02-11,2022-02-11,gekündigt
1908,2021-02-12,,aktiv
1909,2021-02-13,2022-02-13,abgelaufen
1910,2021-02-14,2022-02-14,gekündigt
1911,2021-02-15,,aktiv
1912,2021-02-16,2022-02-16,abgelaufen
1913,2021-02-17,2022-02-17,gekündigt
1914,2021-02-18,,aktiv
1915,2021-02-19,2022-02-19,abgelaufen
1916,2021-02-20,2022-02-20,gekündigt
1917,2021-02-21,,aktiv
1918,2021-02-22,2022-02-22,abgelaufen
1919,2021-02-23,2022-02-23,gekündigt
1920,2021-02-24,,aktiv
1921,2021-02-25,2022-02-25,abgelaufen
1922,2021-02-26,2022-02-26,gekündigt
1923,2021-02-27,,aktiv
1924,2021-02-28,2022-02-28,abgelaufen
1925,2021-03-01,2022-03-01,gekündigt
1926,2021-03-02,,aktiv
1927,2021-03-03,2022-03-03,abgelaufen
1928,2021-03-04,2022-03-04,gekündigt
1929,2021-03-05,,aktiv
1930,2021-03-06,2022-03-06,abgelaufen
1931,2021-03-07,2022-03-07,gekündigt
1932,2021-03-08,,aktiv
1933,2021-03-09,2022-03-09,abgelaufen
1934,2021-03-10,2022-03-10,gekündigt
1935,2021-03-11,,aktiv
1936,2021-03-12,2022-03-12,abgelaufen
1937,2021-03-13,2022-03-13,gekündigt
1938,2021-03-14,,aktiv
1939,2021-03-15,2022-03-15,abgelaufen
1940,2021-03-16,2022-03-16,gekündigt
1941,2021-03-17,,aktiv
1942,2021-03-18,2022-03-18,abgelaufen
1943,2021-03-19,2022-03-19,gekündigt
1944,2021-03-20,,aktiv
1945,2021-03-21,2022-03-21,abgelaufen
1946,2021-03-22,2022-03-22,gekündigt
1947,2021-03-23,,aktiv
1948,2021-03-24,2022-03-24,abgelaufen
1949,2021-03-25,2022-03-25,gekündigt
1950,2021-03-26,,aktiv
1951,2021-03-27,2022-03-27,abgelaufen
1952,2021-03-28,2022-03-28,gekündigt
1953,2021-03-29,,aktiv
1954,2021-03-30,2022-03-30,abgelaufen
1955,2021-03-31,2022-03-31,gekündigt
1956,2021-04-01,,aktiv
1957,2021-04-02,2022-04-02,abgelaufen
1958,2021-04-03,2022-04-03,gekündigt
1959,2021-04-04,,aktiv
1960,2021-04-05,2022-04-05,abgelaufen
1961,2021-04-06,2022-04-06,gekündigt
1962,2021-04-07,,aktiv
1963,2021-04-08,2022-04-08,abgelaufen
1964,2021-04-09,2022-04-09,gekündigt
1965,2021-04-10,,aktiv
1966,2021-04-11,2022-04-11,abgelaufen
1967,2021-04-12,2022-04-12,gekündigt
1968,2021-04-13,,aktiv
1969,2021-04-14,2022-04-14,abgelaufen
1970,2021-04-15,2022-04-15,gekündigt
1971,2021-04-16,,aktiv
1972,2021-04-17,2022-04-17,abgelaufen
1973,2021-04-18,2022-04-18,gekündigt
1974,2021-04-19,,aktiv
1975,2021-04-20,2022-04-20,abgelaufen
1976,2021-04-21,2022-04-21,gekündigt
1977,2021-04-22,,aktiv
1978,2021-04-23,2022-04-23,abgelaufen
1979,2021-04-24,2022-04-24,gekündigt
1980,2021-04-25,,aktiv
1981,2021-04-26,2022-04-26,abgelaufen
1982,2021-04-27,2022-04-27,gekündigt
1983,2021-04-28,,aktiv
1984,2021-04-29,2022-04-29,abgelaufen
1985,2021-04-30,2022-04-30,gekündigt
1986,2021-05-01,,aktiv
1987,2021-05-02,2022-05-02,abgelaufen
1988,2021-05-03,2022-05-03,gekündigt
1989,2021-05-04,,aktiv
1990,2021-05-05,2022-05-05,abgelaufen
1991,2021-05-06,2022-05-06,gekündigt
1992,2021-05-07,,aktiv
1993,2021-05-08,2022-05-08,abgelaufen
1994,2021-05-09,2022-05-09,gekündigt
1995,2021-05-10,,aktiv
1996,2021-05-11,2022-05-11,abgelaufen
1997,2021-05-12,2022-05-12,gekündigt
1998,2021-05-13,,aktiv
1999,2021-05-14,2022-05-14,abgelaufen
2000,2021-05-15,2022-05-15,gekündigt
2001,2021-05-16,,aktiv
2002,2021-05-17,2022-05-17,abgelaufen
2003,2021-05-18,2022-05-18,gekündigt
2004,2021-05-19,,aktiv
2005,2021-05-20,2022-05-20,abgelaufen
2006,2021-05-21,2022-05-21,gekündigt
2007,2021-05-22,,aktiv
2008,2021-05-23,2022-05-23,abgelaufen
2009,2021-05-24,2022-05-24,gekündigt
2010,2021-05-25,,aktiv
2011,2021-05-26,2022-05-26,abgelaufen
2012,2021-05-27,2022-05-27,gekündigt
2013,2021-05-28,,aktiv
2014,2021-05-29,2022-05-29,abgelaufen
2015,2021-05-30,2022-05-30,gekündigt
2016,2021-05-31,,aktiv
2017,2021-06-01,2022-06-01,abgelaufen
2018,2021-06-02,2022-06-02,gekündigt
2019,2021-06-03,,aktiv
2020,2021-06-04,2022-06-04,abgelaufen
2021,2021-06-05,2022-06-05,gekündigt
2022,2021-06-06,,aktiv
2023,2021-06-07,2022-06-07,abgelaufen
2024,2021-06-08,2022-06-08,gekündigt
2025,2021-06-09,,aktiv
2026,2021-06-10,2022-06-10,abgelaufen
2027,2021-06-11,2022-06-11,gekündigt
2028,2021-06-12,,aktiv
2029,2021-06-13,2022-06-13,abgelaufen
2030,2021-06-14,2022-06-14,gekündigt
2031,2021-06-15,,aktiv
2032,2021-06-16,2022-06-16,abgelaufen
2033,2021-06-17,2022-06-17,gekündigt
2034,2021-06-18,,aktiv
2035,2021-06-19,2022-06-19,abgelaufen
2036,2021-06-20,2022-06-20,gekündigt
2037,2021-06-21,,aktiv
2038,2021-06-22,2022-06-22,abgelaufen
2039,2021-06-23,2022-06-23,gekündigt
2040,2021-06-24,,aktiv
