Vertragsnummer,Vertragsbeginn,Vertragsende,Vertragsstatus
1338074ce7b5,2022-02-02,2023-02-02,gekündigt
ca7a12c3ab04,2023-06-14,,aktiv
47a80e59c3b6,2020-08-10,,aktiv
630bc956796e,2024-01-04,2025-01-03,gekündigt
77b677e4322a,2024-10-13,2025-10-13,gekündigt
d6bc460ab7a9,2023-01-19,2024-01-19,gekündigt
043951112afe,2023-05-19,2024-05-18,gekündigt
0fa74e7725c9,2020-04-03,2021-04-03,gekündigt
25e42c0398c7,2023-05-16,2024-05-15,gekündigt
057124da13a4,2023-10-26,2024-10-25,gekündigt
c76e0c7c6eab,2020-04-04,2021-04-04,gekündigt
2da967a1f853,2023-05-03,2024-05-02,abgelaufen
c36b0d712eb3,2021-01-30,2022-01-30,abgelaufen
b9b3957d33f9,2020-03-01,2021-03-01,abgelaufen
d12747b13504,2020-09-23,,aktiv
fac5c846dcdc,2024-01-17,2025-01-16,gekündigt
c04326b19e3e,2023-01-30,2024-01-30,abgelaufen
d65c3d573c74,2024-03-31,2025-03-31,gekündigt
c577f2428ebc,2021-07-06,2022-07-06,gekündigt
29472815f13c,2022-09-15,2023-09-15,gekündigt
e00242e3960b,2023-08-30,2024-08-29,abgelaufen
55b144ce654f,2023-07-20,2024-07-19,abgelaufen
616f363c0936,2021-05-19,,aktiv
0807cd1ad623,2023-10-27,2024-10-26,gekündigt
02de222e622d,2024-04-16,2025-04-16,gekündigt
33dedd4114c5,2023-12-17,,aktiv
c1d0dbfac397,2021-09-21,,aktiv
63ac42129bad,2020-10-07,,aktiv
06527ae4e512,2024-02-08,2025-02-07,abgelaufen
c5564168c2b0,2020-02-24,2021-02-23,gekündigt
f8f0e8839073,2023-01-23,2024-01-23,abgelaufen
ca79fb3ddc0a,2023-06-08,2024-06-07,gekündigt
02c8c5f14f37,2021-05-07,,aktiv
6b83beebc0fd,2024-07-16,,aktiv
8152a9acf58f,2024-04-11,2025-04-11,gekündigt
40933084fdc3,2023-08-22,2024-08-21,gekündigt
d05fc573b128,2024-09-05,2025-09-05,abgelaufen
01e45b4e55ba,2023-10-13,2024-10-12,gekündigt
aca788e33760,2023-10-21,2024-10-20,gekündigt
1a8dff63da00,2020-03-16,2021-03-16,gekündigt
941968bdd507,2021-09-22,2022-09-22,abgelaufen
a3a6a2095ef3,2022-07-29,,aktiv
1e1d5391a561,2022-06-24,,aktiv
40aacf781652,2023-03-15,,aktiv
48dfe735b46e,2024-10-12,,aktiv
dd5f5c7b2e5b,2020-11-01,2021-11-01,gekündigt
580911905ebc,2021-01-15,2022-01-15,gekündigt
0ae8cb8173e0,2020-01-12,2021-01-11,gekündigt
a9d12f374043,2023-07-20,2024-07-19,gekündigt
9a6d4fd0db33,2024-12-04,,aktiv
09771353faf6,2023-02-03,,aktiv
b9fd2cb34117,2021-02-24,,aktiv
e47e2d88d034,2021-09-30,,aktiv
62405d15a2a7,2021-11-23,2022-11-23,gekündigt
2477759f0e84,2023-09-24,2024-09-23,abgelaufen
4dbe88cb9896,2024-04-29,,aktiv
4f6bb3959aae,2023-08-11,2024-08-10,abgelaufen
a5686c1704c7,2021-06-30,2022-06-30,abgelaufen
109334d242f9,2024-12-25,2025-12-25,abgelaufen
ff7480faa861,2024-07-19,,aktiv
eb8dbf0a7a7e,2022-04-03,,aktiv
3a7d23b294a8,2021-09-19,,aktiv
091ac16f7c9e,2023-09-19,,aktiv
322d216760ec,2023-06-07,2024-06-06,gekündigt
520416f222c9,2021-10-05,2022-10-05,abgelaufen
9d90829a0566,2024-01-10,2025-01-09,abgelaufen
b84143492f80,2023-01-15,2024-01-15,abgelaufen
a4a0fcc46b39,2024-03-04,2025-03-04,abgelaufen
fe113af11d15,2024-12-14,2025-12-14,abgelaufen
b9b2902d8e4b,2022-08-11,2023-08-11,gekündigt
f68971a7de6c,2023-12-11,,aktiv
797806648cc3,2022-02-13,,aktiv
2bacb2b250f2,2021-03-24,2022-03-24,gekündigt
7d3ed2e71102,2021-03-19,,aktiv
13e99e32fa9e,2024-07-14,2025-07-14,gekündigt
db5e0ca9d40b,2020-01-29,,aktiv
6bdde9832de3,2024-02-19,,aktiv
5782d5c6429c,2023-01-22,2024-01-22,abgelaufen
cf23c4dbe260,2020-06-10,2021-06-10,abgelaufen
5b115d7f1751,2022-06-02,,aktiv
84812f33542a,2024-10-23,2025-10-23,abgelaufen
8b72c633b85a,2020-12-25,,aktiv
c1208e4d74ab,2023-05-26,2024-05-25,abgelaufen
5f428b395691,2023-04-17,2024-04-16,gekündigt
3f5d83c04fd3,2022-11-09,,aktiv
7a8b421c526b,2023-04-10,2024-04-09,abgelaufen
fc2dbb062e6a,2021-02-02,,aktiv
ff05e2a0167c,2023-03-07,2024-03-06,gekündigt
f7b33d583598,2020-12-09,2021-12-09,gekündigt
841e7fd7cea3,2020-03-27,2021-03-27,abgelaufen
9546fe72924a,2023-12-23,2024-12-22,gekündigt
59d11f39773f,2022-08-29,2023-08-29,abgelaufen
416d1da96436,2020-06-26,,aktiv
413e2a3e7583,2022-06-20,,aktiv
8aa2ee45f25c,2022-05-13,2023-05-13,gekündigt
136a0fbece44,2023-07-06,,aktiv
0c7532ea2b06,2021-06-08,2022-06-08,abgelaufen
1c94bc586745,2021-12-10,2022-12-10,gekündigt
cb9071ede178,2020-01-26,2021-01-25,gekündigt
443ea2eff6b1,2023-08-17,2024-08-16,abgelaufen
f73fe4e63fa8,2021-01-16,2022-01-16,gekündigt
db4abcee7a3c,2024-03-13,2025-03-13,abgelaufen
fe943a502f5c,2021-01-07,2022-01-07,abgelaufen
4d7760dbf771,2024-06-10,2025-06-10,gekündigt
0f9d3a5d7dcb,2021-03-11,,aktiv
978f3d018811,2022-01-02,2023-01-02,abgelaufen
5d240093ea30,2022-10-25,2023-10-25,abgelaufen
8c2f39e659dc,2022-09-04,2023-09-04,gekündigt
a5766c07e548,2023-02-28,,aktiv
7183133d915a,2021-06-24,,aktiv
9d92b8b4cd9d,2023-12-17,,aktiv
5d501944dbfd,2024-11-27,2025-11-27,gekündigt
0baba4a74ea2,2023-03-15,2024-03-14,abgelaufen
cf080d614d9c,2022-08-31,,aktiv
55ec3190e7cf,2022-04-30,2023-04-30,gekündigt
1b69a3620a44,2024-05-24,2025-05-24,gekündigt
c1d61f4d21eb,2020-03-20,,aktiv
420167275774,2022-03-16,,aktiv
b171ccdd1bd1,2024-11-02,2025-11-02,gekündigt
5a9e61f79dd6,2024-10-05,,aktiv
b0b6dd0d18b8,2023-01-09,,aktiv
22cf010f709d,2022-09-10,,aktiv
25008b5e0c4f,2021-03-19,2022-03-19,gekündigt
f0c5d141f0ff,2023-12-22,2024-12-21,abgelaufen
ab8d1b7e174a,2020-12-17,,aktiv
483862b6ff5f,2023-06-01,,aktiv
62be5890b1dc,2022-09-04,2023-09-04,abgelaufen
0dca1768cc4a,2022-08-12,,aktiv
aada6d1cab43,2020-05-12,,aktiv
caf4813cf70a,2021-11-30,2022-11-30,abgelaufen
14d7ccdb0104,2022-02-08,2023-02-08,abgelaufen
28e9a7e75936,2021-09-17,,aktiv
50f934cf17b5,2023-07-20,2024-07-19,abgelaufen
67f0d84c8013,2020-12-19,2021-12-19,gekündigt
19ba84544a3e,2020-04-28,,aktiv
8e55436adb01,2021-11-25,2022-11-25,abgelaufen
51ff0cb7a807,2023-01-26,2024-01-26,abgelaufen
53c17f51c9fb,2022-12-09,2023-12-09,gekündigt
73d726f6d346,2021-09-22,2022-09-22,abgelaufen
e981a462c522,2020-03-27,2021-03-27,gekündigt
f52d4facf8ef,2020-09-10,2021-09-10,gekündigt
bb71bb45f338,2022-01-05,2023-01-05,abgelaufen
b67d000e1854,2020-05-07,,aktiv
13af6028b612,2024-07-31,,aktiv
d370ef4c8f89,2022-01-25,2023-01-25,abgelaufen
532e23654591,2023-01-27,2024-01-27,abgelaufen
9923e0fe2a3c,2020-09-22,2021-09-22,gekündigt
80b10acd8ba5,2021-12-27,2022-12-27,abgelaufen
747e82e5b2b1,2021-02-25,,aktiv
9c0be5efac60,2024-03-10,2025-03-10,abgelaufen
8fbae9e9f81a,2024-05-15,2025-05-15,gekündigt
7bc10dfc95ac,2021-01-15,,aktiv
3beacb0636bb,2022-10-29,,aktiv
8d80d5fc9973,2020-01-08,2021-01-07,abgelaufen
7a34817f96c8,2022-11-10,2023-11-10,gekündigt
3a74bc87865d,2022-06-02,,aktiv
f29030e961b7,2022-11-21,2023-11-21,abgelaufen
5ae8adf81ef1,2020-02-02,2021-02-01,gekündigt
8fcc8aba91b2,2023-09-05,2024-09-04,abgelaufen
8ee666a8d640,2023-11-08,2024-11-07,abgelaufen
c6c3991e8949,2024-02-19,2025-02-18,gekündigt
d3ae29511923,2024-12-16,,aktiv
05a52a3f007f,2021-01-08,,aktiv
47e574bda9cf,2022-10-20,2023-10-20,abgelaufen
1bd3e548a182,2022-12-14,,aktiv
7cec0c8b7a99,2024-12-28,,aktiv
a351b9cf8309,2023-09-11,,aktiv
d87b5533a0a9,2022-12-11,,aktiv
7c6808b03e17,2020-02-28,2021-02-27,gekündigt
aae55e3dfa64,2023-02-16,2024-02-16,gekündigt
8bec90778386,2024-01-23,2025-01-22,gekündigt
b94fc1bad719,2021-05-23,2022-05-23,gekündigt
85b0ba9d4d08,2023-07-13,,aktiv
3cc0da3a44c7,2021-07-04,2022-07-04,abgelaufen
7f596df57f1c,2022-10-10,,aktiv
f0296ce38ca4,2021-10-25,,aktiv
b45076132188,2022-10-16,2023-10-16,gekündigt
a6b50648fed1,2023-01-02,2024-01-02,abgelaufen
59dfb0d07eff,2020-09-11,2021-09-11,gekündigt
a5684051315e,2021-07-22,,aktiv
6fb376a70cdc,2020-05-16,,aktiv
1264046575ba,2023-05-01,2024-04-30,gekündigt
f7f56d99d9d0,2023-03-23,2024-03-22,abgelaufen
321a1b08cb81,2021-01-04,,aktiv
4eb7816bcd75,2022-06-12,2023-06-12,abgelaufen
3a8b30158b2b,2020-10-02,,aktiv
62de7fd070bf,2022-10-25,2023-10-25,abgelaufen
1df3124f3fa8,2024-04-13,2025-04-13,abgelaufen
22938ae6a154,2020-08-21,,aktiv
7b834424cf35,2022-07-15,2023-07-15,gekündigt
170374fb10fc,2021-10-02,2022-10-02,gekündigt
313f17ffa482,2022-12-27,2023-12-27,gekündigt
f5375797b1e1,2021-11-13,2022-11-13,gekündigt
1d9ba4bb80af,2020-10-05,2021-10-05,gekündigt
766f0f6cf5e7,2022-10-26,2023-10-26,abgelaufen
ef88d807f08c,2020-10-20,,aktiv
e77f90e09d6f,2024-03-04,,aktiv
d23cce8ea757,2020-06-04,2021-06-04,gekündigt
b68c331e6c96,2020-08-11,2021-08-11,gekündigt
33dd9d701e3a,2024-08-15,2025-08-15,abgelaufen
a86c6ba51838,2024-09-12,,aktiv
aedf28eb7827,2024-03-10,2025-03-10,abgelaufen
69a151843e06,2021-10-28,,aktiv
e833039bd47d,2020-10-11,,aktiv
312a7155ef31,2024-01-15,2025-01-14,abgelaufen
fbff8d22e9d0,2021-09-11,2022-09-11,abgelaufen
36d632ada44d,2020-02-13,,aktiv
5588fbae74e9,2021-10-07,2022-10-07,gekündigt
327a4d4f45f7,2020-08-12,2021-08-12,gekündigt
65f07c2c1def,2021-01-30,,aktiv
ae9f785e4ffe,2022-04-07,2023-04-07,gekündigt
7151480d59f5,2021-07-04,2022-07-04,gekündigt
aa10df8a63d4,2021-04-25,2022-04-25,abgelaufen
6e11e46b167a,2024-01-23,2025-01-22,gekündigt
fbda63b54afa,2022-04-08,2023-04-08,abgelaufen
2874c75a0a6a,2023-10-13,2024-10-12,abgelaufen
240563460577,2022-10-05,,aktiv
ff7fccc4942e,2021-05-14,2022-05-14,abgelaufen
7a338db4dc76,2024-09-17,,aktiv
893cf6d466c0,2020-10-07,2021-10-07,abgelaufen
b8c714941246,2021-06-09,2022-06-09,gekündigt
6ed5e9ef1128,2024-11-01,2025-11-01,abgelaufen
c1638f307047,2023-02-23,,aktiv
e231e1f5ca54,2023-09-26,,aktiv
85126a4dd6b9,2021-11-17,,aktiv
e1c34a3a173f,2021-11-15,2022-11-15,abgelaufen
2dce426d54bb,2023-05-14,2024-05-13,gekündigt
e241f30ce858,2022-09-09,,aktiv
9f2618efb378,2023-06-22,2024-06-21,gekündigt
1f9a972f4f0c,2023-07-09,,aktiv
44f89929c512,2022-04-13,2023-04-13,abgelaufen
356bb1ef8e7e,2023-01-23,,aktiv
87988e7c3e40,2024-03-24,,aktiv
66590b180bc4,2021-11-29,2022-11-29,abgelaufen
02336d4b29a9,2024-10-12,2025-10-12,abgelaufen
342fea412bb4,2024-10-19,2025-10-19,gekündigt
e9982f329972,2020-02-13,2021-02-12,gekündigt
4d3ee52950ce,2021-02-12,,aktiv
d22e307dc3b2,2022-09-11,,aktiv
31db63e93c1d,2021-08-26,2022-08-26,abgelaufen
6cafa57f1b13,2022-04-11,2023-04-11,gekündigt
b916cabf883a,2023-08-02,,aktiv
20ecc2401f39,2021-08-09,2022-08-09,abgelaufen
89b9e0fb5390,2020-12-05,2021-12-05,gekündigt
d74409314d8e,2021-10-19,2022-10-19,abgelaufen
2921e40f78c0,2020-10-24,2021-10-24,abgelaufen
0426a3c4cfc3,2020-08-14,2021-08-14,gekündigt
f8eb2ced0266,2024-12-21,2025-12-21,abgelaufen
1cac6823a5bc,2021-07-17,2022-07-17,gekündigt
ca6d450809f6,2022-02-14,2023-02-14,abgelaufen
1b258a8c53d0,2020-09-27,2021-09-27,gekündigt
7f8624797ca4,2020-06-11,2021-06-11,gekündigt
d5c4cb095fd9,2024-12-25,,aktiv
46476323c0c1,2024-10-11,2025-10-11,gekündigt
78aa9ff95b37,2020-05-09,2021-05-09,gekündigt
d6ae89059ffd,2021-08-26,2022-08-26,gekündigt
3741858f6a54,2020-11-03,2021-11-03,abgelaufen
462478ebf72a,2024-08-26,,aktiv
d7c07a769f37,2020-10-15,,aktiv
d42290e59471,2020-07-24,2021-07-24,gekündigt
531d390ba712,2020-09-02,2021-09-02,gekündigt
10b15ca1564e,2020-01-31,2021-01-30,gekündigt
8653f469026f,2024-03-17,,aktiv
8f8bdbcfaa37,2020-09-13,2021-09-13,abgelaufen
5ebf40d0af8b,2020-06-17,2021-06-17,gekündigt
2813015a32fc,2021-04-22,,aktiv
a2a4cdf50fad,2022-06-15,2023-06-15,gekündigt
40d5f5c2102c,2022-11-14,,aktiv
b8aa8954f267,2024-04-01,2025-04-01,abgelaufen
7d8aa367fc10,2020-12-16,2021-12-16,abgelaufen
49e3d8ac8586,2021-08-11,,aktiv
56745c6e3b7a,2023-11-10,2024-11-09,abgelaufen
7b9ef5419a59,2021-06-01,2022-06-01,gekündigt
a251b230aad2,2020-05-24,2021-05-24,abgelaufen
2c8dcc442cab,2020-04-06,2021-04-06,abgelaufen
c1059216cb72,2021-01-04,2022-01-04,gekündigt
69442d3f458d,2020-05-04,,aktiv
8b8b34d9c618,2020-07-01,2021-07-01,gekündigt
ac74bc92bc70,2021-11-27,2022-11-27,gekündigt
fab70c3af132,2020-02-22,2021-02-21,abgelaufen
59b6f37415cb,2023-02-14,,aktiv
f3bcecaebcb4,2022-03-28,2023-03-28,gekündigt
632cb7430b2d,2021-09-19,,aktiv
8993cbbe108d,2024-03-27,2025-03-27,gekündigt
1bf0c0e66775,2021-07-12,2022-07-12,gekündigt
6c2d9a463f2d,2022-08-19,2023-08-19,abgelaufen
f6b641789ae3,2023-09-13,2024-09-12,gekündigt
5f218b21aafc,2022-06-10,2023-06-10,abgelaufen
78291027f785,2023-07-25,2024-07-24,gekündigt
7cf1764b832e,2022-03-13,2023-03-13,abgelaufen
e9a63ea44f1f,2024-09-16,,aktiv
838a54c18914,2021-08-22,,aktiv
3f97ec6c950d,2023-04-30,2024-04-29,gekündigt
1ffc104a6723,2021-12-31,,aktiv
459c76a33538,2022-02-15,2023-02-15,abgelaufen
d561e7e65a4c,2022-12-11,2023-12-11,gekündigt
2ff2b391db36,2021-02-03,2022-02-03,abgelaufen
3406257c37e3,2022-12-29,2023-12-29,abgelaufen
01bef6a1c6d3,2020-11-27,,aktiv
ddda501acd07,2021-05-27,2022-05-27,abgelaufen
451f4f198478,2024-04-06,2025-04-06,gekündigt
0f09fefef133,2021-08-14,2022-08-14,abgelaufen
958dddfe78e6,2021-08-19,2022-08-19,gekündigt
3dae53f09900,2021-11-14,2022-11-14,gekündigt
a52899c28910,2024-06-30,2025-06-30,gekündigt
3a3ad77c502a,2022-05-08,2023-05-08,abgelaufen
995ec3686e35,2020-12-20,2021-12-20,gekündigt
7ce0bdb99237,2023-11-03,2024-11-02,gekündigt
a295ea477c62,2021-03-15,2022-03-15,abgelaufen
b2cc6131e4e9,2021-01-19,,aktiv
fee60f044977,2021-12-09,2022-12-09,abgelaufen
70205fe456a7,2024-03-26,,aktiv
68ec0eec06b4,2023-07-21,2024-07-20,abgelaufen
afa73a670e63,2020-05-08,,aktiv
32065751abb5,2021-06-08,,aktiv
36282b28a405,2023-10-15,2024-10-14,gekündigt
be5bf8602b2a,2020-01-28,,aktiv
d2a6441d180d,2022-04-16,,aktiv
edc87bddb378,2023-01-20,2024-01-20,gekündigt
23b91ddf3949,2023-03-23,2024-03-22,abgelaufen
195dd6169da6,2023-01-22,2024-01-22,gekündigt
edb89021374c,2022-02-20,,aktiv
65d3c48de13e,2022-09-04,,aktiv
0e4c1a578118,2022-11-25,2023-11-25,abgelaufen
aca2f9fd0ef7,2021-11-05,2022-11-05,gekündigt
83c070c0f71b,2023-04-12,2024-04-11,gekündigt
5c6a0fef5a0a,2024-05-29,,aktiv
1dd01e20aca2,2023-08-21,,aktiv
af5233e8159e,2020-04-23,2021-04-23,gekündigt
56607ad0d1bb,2020-05-24,2021-05-24,abgelaufen
8a944de2c9de,2022-11-08,2023-11-08,gekündigt
de67b397689e,2021-11-08,2022-11-08,gekündigt
d32cc42ea92b,2020-10-24,2021-10-24,abgelaufen
d7dcd7c0e96a,2023-04-23,2024-04-22,gekündigt
0ad9f28233f6,2020-02-03,2021-02-02,gekündigt
7e2671b5dc6b,2022-09-02,2023-09-02,abgelaufen
98dc478483a0,2020-01-14,2021-01-13,abgelaufen
bc3f08b0db02,2024-11-28,2025-11-28,gekündigt
042c713f99a0,2024-12-11,2025-12-11,abgelaufen
92d65a56dcbe,2020-09-03,2021-09-03,abgelaufen
291c7f7183ab,2021-03-18,,aktiv
27180588692e,2024-01-19,2025-01-18,gekündigt
ece218550e64,2020-02-04,2021-02-03,abgelaufen
b1a360a3a127,2023-12-22,2024-12-21,gekündigt
2fad7ab812fc,2023-04-07,,aktiv
32dd69964373,2023-08-08,2024-08-07,abgelaufen
af7988ac1df2,2021-09-22,2022-09-22,abgelaufen
d35d8f882e3d,2024-08-18,2025-08-18,gekündigt
522343dfbdd4,2022-10-25,2023-10-25,gekündigt
fe16d32616f4,2024-11-25,2025-11-25,gekündigt
7d016521d9fc,2021-01-08,2022-01-08,abgelaufen
894e6de355aa,2021-06-03,2022-06-03,gekündigt
21738aa46540,2022-05-27,2023-05-27,gekündigt
b2091d57d28b,2021-01-20,2022-01-20,gekündigt
e928891a6590,2023-05-30,2024-05-29,gekündigt
f19c80b89106,2024-07-01,2025-07-01,gekündigt
7a31366e4a14,2023-10-30,2024-10-29,abgelaufen
533860dfdba4,2022-04-09,,aktiv
be468c64f778,2020-07-14,,aktiv
c0c865000d4c,2021-10-30,2022-10-30,abgelaufen
0e8f559f7078,2024-07-02,2025-07-02,abgelaufen
c35976970d2b,2024-07-03,2025-07-03,gekündigt
ce284856a89f,2023-06-24,,aktiv
eae05b90c4e2,2021-06-05,,aktiv
a14b61272a2b,2024-08-02,,aktiv
f377a4bad5e8,2020-07-04,2021-07-04,gekündigt
f98b530ad098,2024-01-27,,aktiv
78c3dc2c8a25,2023-06-07,2024-06-06,abgelaufen
1e86de9ce55b,2024-12-09,2025-12-09,abgelaufen
82104ed1a3e3,2022-03-21,,aktiv
184d31c49f4e,2024-03-13,2025-03-13,gekündigt
f80f7589c5e3,2024-03-05,2025-03-05,gekündigt
464d0b639579,2023-08-03,2024-08-02,abgelaufen
3f12c64ac304,2020-02-21,2021-02-20,abgelaufen
a392baefcf94,2023-02-06,2024-02-06,gekündigt
e57f9c890bac,2024-10-05,,aktiv
fec86bce44a1,2021-04-29,2022-04-29,gekündigt
46b08bbdd717,2022-09-27,,aktiv
4ccce2ceb8c6,2023-08-31,2024-08-30,gekündigt
bf16ee2c6c7e,2022-06-06,2023-06-06,abgelaufen
1e68e017859e,2021-02-16,2022-02-16,gekündigt
2ae4160537da,2023-06-14,2024-06-13,gekündigt
8d081b977da6,2022-11-01,,aktiv
d0d6af7507f4,2024-12-15,,aktiv
0bb97764d208,2024-08-13,2025-08-13,gekündigt
1fe194f4456e,2020-07-24,2021-07-24,abgelaufen
7d72219d2e36,2024-07-07,2025-07-07,abgelaufen
03a76e1ab202,2021-05-10,2022-05-10,gekündigt
4ad9f91a22b7,2022-01-17,2023-01-17,gekündigt
d95eec2576ac,2022-04-03,2023-04-03,abgelaufen
91a78c4faa29,2023-04-06,2024-04-05,abgelaufen
c96a250932f8,2024-07-20,2025-07-20,gekündigt
ccc46b8f1630,2024-07-06,2025-07-06,abgelaufen
588381f0e585,2024-06-16,2025-06-16,abgelaufen
f45619433c80,2021-05-08,2022-05-08,abgelaufen
1e12d8760150,2020-03-29,2021-03-29,abgelaufen
216f5c93e70a,2022-07-12,2023-07-12,abgelaufen
7ba804e8b3e6,2020-12-16,,aktiv
832349e12448,2020-12-10,,aktiv
15a484239621,2024-11-13,,aktiv
2b946988a5f8,2023-10-11,,aktiv
c0d4569ed739,2022-12-21,2023-12-21,gekündigt
5c04ec3e6cba,2021-09-08,2022-09-08,gekündigt
939380bca320,2024-06-07,2025-06-07,gekündigt
d8d6bd196e57,2021-12-29,2022-12-29,gekündigt
96673b90fcd7,2024-03-27,2025-03-27,gekündigt
d8d5cdc3094d,2021-07-12,,aktiv
f7e1d4c497e0,2020-04-22,2021-04-22,abgelaufen
5e6682a2ed1c,2023-01-03,2024-01-03,abgelaufen
48f192f98233,2020-05-01,2021-05-01,gekündigt
7002be9122cf,2023-06-27,,aktiv
91bfb952f39c,2022-04-08,2023-04-08,gekündigt
e0fea5de3e16,2024-05-20,2025-05-20,abgelaufen
f898760a80d1,2021-04-14,2022-04-14,gekündigt
6b818d9920e2,2023-06-12,2024-06-11,gekündigt
0d9dd37e379d,2021-01-19,2022-01-19,gekündigt
631a3134e570,2024-11-17,2025-11-17,gekündigt
86c279362223,2024-06-02,2025-06-02,abgelaufen
4d66a8f91190,2020-06-15,,aktiv
05ca49b3e58d,2022-06-21,,aktiv
fb44dfb2440e,2023-02-27,2024-02-27,gekündigt
b5ca0d3017be,2023-04-12,2024-04-11,gekündigt
dd1c0751f095,2024-03-23,2025-03-23,gekündigt
b69a259adc11,2021-07-17,,aktiv
db5c35177e26,2024-09-21,2025-09-21,abgelaufen
84a26da15250,2024-10-10,,aktiv
602cab29d107,2022-10-15,2023-10-15,gekündigt
d8fde766966b,2020-11-18,2021-11-18,gekündigt
4d967cf8dccd,2023-09-01,2024-08-31,gekündigt
5b7773e88996,2022-08-03,,aktiv
4276d3bdcd56,2020-05-02,2021-05-02,abgelaufen
40ecc32aaf69,2022-07-13,2023-07-13,abgelaufen
18725174d204,2024-03-12,,aktiv
32658cf7bbbc,2021-03-16,2022-03-16,abgelaufen
53c2adf6ae41,2022-10-09,2023-10-09,gekündigt
64ebfe984d73,2021-09-14,2022-09-14,gekündigt
620afd856d72,2024-05-23,2025-05-23,abgelaufen
e1540f624e43,2021-05-16,2022-05-16,abgelaufen
4ac121808299,2020-07-06,2021-07-06,abgelaufen
2558a6d9f5b8,2024-11-28,2025-11-28,gekündigt
3ac3fa94c667,2020-11-06,2021-11-06,abgelaufen
991c137c445e,2023-07-19,2024-07-18,gekündigt
a364a5018e91,2021-09-24,2022-09-24,gekündigt
3864f79a00fa,2020-07-16,2021-07-16,gekündigt
ebd6e264b5e7,2024-08-11,2025-08-11,gekündigt
49100041554c,2020-11-18,2021-11-18,gekündigt
d0acb8026873,2022-05-28,2023-05-28,abgelaufen
0e61c869e120,2022-08-03,2023-08-03,abgelaufen
32127d590f38,2023-05-05,,aktiv
8cd044819b7c,2023-07-09,2024-07-08,abgelaufen
107027af2246,2024-03-26,2025-03-26,abgelaufen
8ade29ee42c4,2020-12-08,2021-12-08,gekündigt
b1a6286d2d73,2022-04-06,,aktiv
7da6607f2c41,2020-07-26,2021-07-26,gekündigt
bb6aee842ce7,2022-08-28,2023-08-28,abgelaufen
4e0c014d3e2a,2023-06-04,,aktiv
31b160e659e6,2024-06-11,2025-06-11,abgelaufen
7ddb7be20588,2023-12-27,2024-12-26,abgelaufen
07181052ab01,2022-09-12,2023-09-12,gekündigt
8e0683db50de,2022-03-23,2023-03-23,gekündigt
9e01265cf46d,2024-01-20,2025-01-19,abgelaufen
67bb22901219,2023-03-19,2024-03-18,gekündigt
ecc0a60e3eaa,2021-11-15,2022-11-15,gekündigt
db9247def3ef,2021-12-29,2022-12-29,gekündigt
403314447fa1,2024-08-21,2025-08-21,gekündigt
dc048bd887fe,2020-12-09,2021-12-09,gekündigt
502da64b9d89,2020-08-24,2021-08-24,gekündigt
b0619ef13e6b,2024-03-06,,aktiv
8a77f4e4d33a,2022-12-09,2023-12-09,abgelaufen
8a0c748d5dd5,2021-07-18,2022-07-18,abgelaufen
310aa629f557,2024-02-06,2025-02-05,gekündigt
a75af4a1f3c8,2023-05-27,2024-05-26,abgelaufen
2b099873c3bc,2021-05-18,2022-05-18,abgelaufen
bcc31aae4495,2020-12-05,,aktiv
aa7f8ef8b72f,2024-05-29,,aktiv
84e5c7eb452d,2022-12-08,2023-12-08,gekündigt
4e06baeba2b8,2023-12-08,2024-12-07,abgelaufen
e01cf33330e5,2024-07-19,2025-07-19,gekündigt
3d64663d8cfd,2022-06-22,,aktiv
dfdf0b962104,2020-07-07,,aktiv
33e59b6400e1,2022-07-01,2023-07-01,gekündigt
7caa91a67074,2020-09-03,2021-09-03,abgelaufen
eeccd5d8c3d5,2020-09-25,2021-09-25,abgelaufen
73b81969096d,2020-03-26,,aktiv
1c44f6a32e32,2024-03-28,,aktiv
95d9d07ac083,2024-12-29,2025-12-29,abgelaufen
723eb884a7ac,2020-03-02,2021-03-02,abgelaufen
8340e88088d5,2024-01-06,2025-01-05,abgelaufen
96d0e09f32e9,2021-04-24,,aktiv
8aa2a7f789c6,2021-06-13,,aktiv
2deb46c67215,2024-02-27,2025-02-26,gekündigt
68a0f0b538ff,2022-08-18,,aktiv
8c5ec7d7b526,2021-10-28,2022-10-28,abgelaufen
aef1ba5d7326,2022-03-11,,aktiv
1bd8cc19996a,2024-05-26,2025-05-26,gekündigt
430b813578d1,2024-09-08,2025-09-08,gekündigt
fd815cb3984a,2020-12-31,2021-12-31,gekündigt
b60948037c6c,2021-05-10,,aktiv
a85ba32dcb8e,2024-04-30,2025-04-30,abgelaufen
412c8ac751f6,2020-08-09,2021-08-09,abgelaufen
8a76fee49760,2020-01-25,2021-01-24,abgelaufen
f271f8c09d30,2020-09-27,,aktiv
3bb7a3c4e0dd,2024-12-04,2025-12-04,gekündigt
02cbfac5d2fb,2024-04-18,,aktiv
ec798999d201,2021-07-08,2022-07-08,abgelaufen
56810f30d7fe,2021-02-13,2022-02-13,abgelaufen
8ea475b5c4b1,2022-09-24,,aktiv
152922b3d4ab,2020-10-09,2021-10-09,gekündigt
e77f4f034eb7,2021-08-04,2022-08-04,abgelaufen
44f935149460,2021-09-15,2022-09-15,gekündigt
4161e96bdce1,2020-12-20,,aktiv
34acb9c6d429,2022-04-11,2023-04-11,gekündigt
d7bd0c87e10a,2023-05-13,,aktiv
